-4.575107,5.428504
-2.503291,2.666458
-3.210863,5.385029
-3.528872,2.787180
-2.564574,7.447128
-2.486194,2.251050
-1.535567,6.185628
-2.015214,2.207036
-2.193218,6.090016
-3.149676,2.807224
-3.178902,6.128982
-2.345868,3.449091
-2.594071,5.342359
-3.237975,2.052691
-2.364223,4.968832
-2.080616,1.473972
-1.717481,4.973049
-1.890075,2.527336
-1.836582,5.979308
-2.433563,2.250621
-2.220915,7.641470
-1.966529,2.920360
-2.889960,9.629085
-1.914619,1.707751
-3.043731,8.784970
-2.083397,2.040779
-3.297136,9.765315
-2.474946,2.709572
-5.079141,11.793711
-2.952435,2.578455
-9.438282,19.991276
