-3.792959,4.855023
-3.164976,3.268623
-4.299994,6.548230
-2.649204,3.306849
-4.054231,6.624002
-3.745462,3.335691
-3.603356,8.642073
-4.878962,3.706235
-2.921612,8.214686
-2.773741,2.067348
-3.215750,7.960168
-3.516892,3.412742
-5.260122,8.338376
-3.516055,3.191558
-3.552285,8.124353
-3.461221,2.245602
-2.642852,8.531235
-2.698064,3.617377
-2.707006,8.933966
-2.799772,2.301179
-3.769537,9.945230
-3.092586,5.955837
-5.552350,8.800777
-3.113411,2.880577
-4.913704,10.456375
-3.518717,3.188019
-7.279587,16.774794
-3.759680,3.717716
-11.360548,21.842697
-5.682034,4.142116
-16.463287,57.631508
